Time / s,"CO2 mmHg, Waveform"
819.008,0.0
819.0160000000001,0.0
819.024,0.0
819.032,0.0
819.0400000000001,0.0
819.048,0.0
819.056,0.0
819.0640000000001,0.0
819.072,0.0
819.08,0.0
819.0880000000001,0.0
819.096,0.0
819.104,0.0
819.1120000000001,0.0
819.12,0.0
819.128,0.0
819.1360000000001,0.0
819.144,0.0
819.152,0.0
819.1600000000001,0.0
819.168,0.0
819.176,0.0
819.1840000000001,0.0
819.192,0.0
819.2,0.0
819.2080000000001,0.0
819.216,0.0
819.224,0.0
819.2320000000001,0.0
819.24,0.0
819.248,0.0
819.2560000000001,0.0
819.264,0.0
819.272,0.0
819.2800000000001,0.0
819.288,0.0
819.296,0.0
819.3040000000001,0.0
819.312,0.0
819.32,0.0
819.3280000000001,0.0
819.336,0.0
819.344,0.0
819.3520000000001,0.0
819.36,0.0
819.368,0.0
819.3760000000001,0.0
819.384,0.0
819.392,0.0
819.4000000000001,0.0
819.408,0.0
819.416,0.0
819.4240000000001,0.0
819.432,0.0
819.44,0.0
819.4480000000001,0.0
819.456,0.0
819.464,0.0
819.4720000000001,0.0
819.48,0.0
819.488,0.0
819.4960000000001,0.0
819.504,0.0
819.5120000000001,0.0
819.5200000000001,0.0
819.528,0.0
819.5360000000001,0.0
819.5440000000001,0.0
819.552,0.0
819.5600000000001,0.0
819.5680000000001,0.0
819.576,0.0
819.5840000000001,0.0
819.5920000000001,0.0
819.6,0.0
819.6080000000001,0.0
819.6160000000001,0.0
819.624,0.0
819.6320000000001,0.0
819.6400000000001,0.0
819.648,0.0
819.6560000000001,0.0
819.6640000000001,0.0
819.672,0.0
819.6800000000001,0.0
819.6880000000001,0.0
819.696,0.0
819.7040000000001,0.0
819.7120000000001,0.0
819.72,0.0
819.7280000000001,0.0
819.7360000000001,0.0
819.744,0.0
819.7520000000001,0.0
819.7600000000001,0.0
819.768,0.0
819.7760000000001,0.0
819.7840000000001,0.0
819.792,0.0
819.8000000000001,0.0
819.8080000000001,0.0
819.816,0.0
819.8240000000001,0.0
819.8320000000001,0.0
819.84,0.0
819.8480000000001,0.0
819.856,0.0
819.864,0.0
819.8720000000001,0.0
819.88,0.0
819.888,0.0
819.8960000000001,0.0
819.904,0.0
819.912,0.0
819.9200000000001,0.0
819.928,0.0
819.936,0.0
819.9440000000001,0.0
819.952,0.0
819.96,0.0
819.9680000000001,0.0
819.976,0.0
819.984,0.0
819.9920000000001,0.0
820.0,0.0
820.008,0.0
820.0160000000001,0.0
820.024,0.0
820.032,0.0
820.0400000000001,0.0
820.048,0.0
820.056,0.0
820.0640000000001,0.0
820.072,0.0
820.08,0.0
820.0880000000001,0.0
820.096,0.0
820.104,0.0
820.1120000000001,0.0
820.12,0.0
820.128,0.0
820.1360000000001,0.0
820.144,0.0
820.152,0.0
820.1600000000001,0.0
820.168,0.0
820.176,0.0
820.1840000000001,0.0
820.192,0.0
820.2,0.0
820.2080000000001,0.0
820.216,0.0
820.224,0.0
820.2320000000001,0.0
820.24,0.0
820.248,0.0
820.2560000000001,0.0
820.264,0.0
820.272,0.0
820.2800000000001,0.0
820.288,0.0
820.296,0.0
820.3040000000001,0.0
820.312,0.0
820.32,0.0
820.3280000000001,0.0
820.336,0.0
820.344,0.0
820.3520000000001,0.0
820.36,0.0
820.368,0.0
820.3760000000001,0.0
820.384,0.0
820.392,0.0
820.4000000000001,0.0
820.408,0.0
820.416,0.0
820.4240000000001,0.0
820.432,0.0
820.44,0.0
820.4480000000001,0.0
820.456,0.0
820.464,0.0
820.4720000000001,0.0
820.48,0.0
820.488,0.0
820.4960000000001,0.0
820.504,0.0
820.5120000000001,0.0
820.5200000000001,0.0
820.528,0.0
820.5360000000001,0.0
820.5440000000001,0.0
820.552,0.0
820.5600000000001,0.0
820.5680000000001,0.0
820.576,0.0
820.5840000000001,0.0
820.5920000000001,0.0
820.6,0.0
820.6080000000001,0.0
820.6160000000001,0.0
820.624,0.0
820.6320000000001,0.0
820.6400000000001,0.0
820.648,0.0
